#OutID       RAout       DECout      mag_out     InID        RAin        DECin       mag_in      r           f(r)        df          f(df)       q(m)        n(m)        LR          Rel         flag        
151639       53.070060   -27.403535  0.0000      882583      53.069617   -27.403174  27.3203     2.056       2.771e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.479e-01   0.844       1           
151643       53.145288   -27.499314  0.0000      548344      53.146196   -27.499289  0.0746      3.271       5.821e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.781e-01   0.532       1           
151650       52.082258   -28.131678  0.0000      333774      52.080957   -28.131898  0.1049      4.750       3.331e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.019e-02   0.005       0           
151650       52.082258   -28.131678  0.0000      333775      52.082128   -28.131878  15.1861     0.858       6.426e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.966e+00   0.916       1           
151650       52.082258   -28.131678  0.0000      333776      52.083542   -28.131807  0.0419      4.647       4.204e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.286e-02   0.006       0           
151658       52.198740   -28.385885  0.0000      356900      52.198329   -28.386454  0.1781      2.529       1.642e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.025e-01   0.357       0           
151658       52.198740   -28.385885  0.0000      356901      52.199004   -28.386430  0.2132      2.181       2.438e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   7.462e-01   0.531       1           
151665       52.354588   -27.179743  0.0000      758601      52.355742   -27.179459  0.2196      4.280       9.267e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.836e-02   0.153       1           
151673       53.023753   -27.635317  0.0000      405998      53.023660   -27.636702  0.0738      4.995       1.874e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.735e-03   0.005       0           
151673       53.023753   -27.635317  0.0000      407086      53.023572   -27.635809  0.0707      1.885       3.260e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   9.975e-01   0.783       1           
151673       53.023753   -27.635317  0.0000      408045      53.023012   -27.634645  0.0569      3.601       3.369e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.031e-01   0.081       0           
151673       53.023753   -27.635317  0.0000      408131      53.022450   -27.635443  1.4583      4.710       3.648e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.116e-02   0.009       0           
151681       52.892967   -27.180764  0.0000      696938      52.892716   -27.182084  0.1311      4.835       2.735e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.369e-03   0.017       0           
151681       52.892967   -27.180764  0.0000      697058      52.892131   -27.180952  19.3842     3.084       7.748e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.371e-01   0.469       1           
151681       52.892967   -27.180764  0.0000      697077      52.893128   -27.179777  0.1101      3.603       3.354e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.026e-01   0.203       0           
151695       52.133308   -28.081771  0.0000      336703      52.133629   -28.082914  0.0318      4.276       9.348e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.861e-02   0.052       0           
151695       52.133308   -28.081771  0.0000      336732      52.134352   -28.082346  0.0552      4.292       9.037e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.765e-02   0.050       0           
151695       52.133308   -28.081771  0.0000      336736      52.133841   -28.082453  0.1193      3.118       7.360e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.252e-01   0.411       1           
151695       52.133308   -28.081771  0.0000      336758      52.132370   -28.082091  0.0289      3.566       3.575e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.094e-01   0.200       0           
151696       52.246983   -27.111955  0.0000      562035      52.245721   -27.112359  133.7304    4.772       3.163e-04   0.000e+00   1.000e+00   3.021e-01   9.869e-03   9.680e-03   0.013       0           
151696       52.246983   -27.111955  0.0000      562055      52.247464   -27.111476  0.2313      2.443       1.819e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.567e-01   0.770       1           
151699       52.340737   -26.969703  0.0000      663881      52.340881   -26.971074  0.0651      4.964       2.019e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   6.178e-03   0.038       1           
151701       52.343585   -27.575548  0.0000      836629      52.342864   -27.574710  0.0280      3.981       1.680e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   5.140e-02   0.247       1           
151702       52.901078   -28.030059  0.0000      928015      52.901061   -28.030530  5.7046      1.695       3.838e-02   0.000e+00   1.000e+00   3.020e-01   9.869e-03   1.174e+00   0.754       1           
151702       52.901078   -28.030059  0.0000      928020      52.899780   -28.029806  0.0410      4.759       3.259e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   9.971e-03   0.006       0           
151702       52.901078   -28.030059  0.0000      928060      52.900906   -28.029195  0.1447      3.172       6.784e-03   0.000e+00   1.000e+00   3.020e-01   9.869e-03   2.076e-01   0.133       0           
151702       52.901078   -28.030059  0.0000      928071      52.901994   -28.029081  0.0455      4.825       2.800e-04   0.000e+00   1.000e+00   3.020e-01   9.869e-03   8.567e-03   0.006       0           
